Đông Tảo,x,33,330,12208
Bình Minh,x,33,330,12211
Dạ Trạch,x,33,330,12214
Hàm Tử,x,33,330,12217
Ông Đình,x,33,330,12220
Tân Dân,x,33,330,12223
Tứ Dân,x,33,330,12226
An Vĩ,x,33,330,12229
Đông Kết,x,33,330,12232
Bình Kiều,x,33,330,12235
Dân Tiến,x,33,330,12238
Đồng Tiến,x,33,330,12241
Hồng Tiến,x,33,330,12244
Tân Châu,x,33,330,12247
Liên Khê,x,33,330,12250
Phùng Hưng,x,33,330,12253
Việt Hòa,x,33,330,12256
Đông Ninh,x,33,330,12259
Đại Tập,x,33,330,12262
Chí Tân,x,33,330,12265
Đại Hưng,x,33,330,12268
Thuần Hưng,x,33,330,12271
Thành Công,x,33,330,12274
Nhuế Dương,x,33,330,12277
Lương Bằng,tt,33,331,12280
Nghĩa Dân,x,33,331,12283
Toàn Thắng,x,33,331,12286
Vĩnh Xá,x,33,331,12289
Phạm Ngũ Lão,x,33,331,12292
Thọ Vinh,x,33,331,12295
Đồng Thanh,x,33,331,12298
Song Mai,x,33,331,12301
Chính Nghĩa,x,33,331,12304
Nhân La,x,33,331,12307
Phú Thịnh,x,33,331,12310
Mai Động,x,33,331,12313
Đức Hợp,x,33,331,12316
Hùng An,x,33,331,12319
Ngọc Thanh,x,33,331,12322
Vũ Xá,x,33,331,12325
Hiệp Cường,x,33,331,12328
Phú Cường,x,33,323,12331
Hùng Cường,x,33,323,12334
Vương,tt,33,332,12337
Hưng Đạo,x,33,332,12340
Ngô Quyền,x,33,332,12343
Nhật Tân,x,33,332,12346
Dị Chế,x,33,332,12349
Lệ Xá,x,33,332,12352
An Viên,x,33,332,12355
Đức Thắng,x,33,332,12358
Trung Dũng,x,33,332,12361
Hải Triều,x,33,332,12364
Thủ Sỹ,x,33,332,12367
Thiện Phiến,x,33,332,12370
Thụy Lôi,x,33,332,12373
Cương Chính,x,33,332,12376
Minh Phượng,x,33,332,12379
Phương Chiểu,x,33,323,12382
Tân Hưng,x,33,323,12385
Hoàng Hanh,x,33,323,12388
Trần Cao,tt,33,333,12391
Minh Tân,x,33,333,12394
Phan Sào Nam,x,33,333,12397
Quang Hưng,x,33,333,12400
Minh Hoàng,x,33,333,12403
Đoàn Đào,x,33,333,12406
Tống Phan,x,33,333,12409
Đình Cao,x,33,333,12412
Nhật Quang,x,33,333,12415
Tiền Tiến,x,33,333,12418
Tam Đa,x,33,333,12421
Minh Tiến,x,33,333,12424
Nguyên Hòa,x,33,333,12427
Tống Trân,x,33,333,12430
Lê Hồng Phong,p,34,336,12433
Bồ Xuyên,p,34,336,12436
Đề Thám,p,34,336,12439
Kỳ Bá,p,34,336,12442
Quang Trung,p,34,336,12445
Phú Khánh,p,34,336,12448
Tiền Phong,p,34,336,12451
Trần Hưng Đạo,p,34,336,12452
Trần Lãm,p,34,336,12454
Đông Hòa,x,34,336,12457
Hoàng Diệu,p,34,336,12460
Phú Xuân,x,34,336,12463
Vũ Phúc,x,34,336,12466
Vũ Chính,x,34,336,12469
Quỳnh Côi,tt,34,338,12472
An Khê,x,34,338,12475
An Đồng,x,34,338,12478
Quỳnh Hoa,x,34,338,12481
Quỳnh Lâm,x,34,338,12484
Quỳnh Thọ,x,34,338,12487
An Hiệp,x,34,338,12490
Quỳnh Hoàng,x,34,338,12493
Quỳnh Giao,x,34,338,12496
An Thái,x,34,338,12499
An Cầu,x,34,338,12502
Quỳnh Hồng,x,34,338,12505
Quỳnh Khê,x,34,338,12508
Quỳnh Minh,x,34,338,12511
An Ninh,x,34,338,12514
Quỳnh Ngọc,x,34,338,12517
Quỳnh Hải,x,34,338,12520
